Date,Time Detected,Species,Family,Order
10/06/23,1:00:10,savspa,passerellidae,passeriformes
10/06/23,1:09:58,N/A,N/A,passeriformes
10/06/23,1:10:05,bzwa,parulidae,passeriformes
10/06/23,1:11:47,N/A,N/A,passeriformes
10/06/23,1:17:39,N/A,N/A,passeriformes
10/06/23,1:20:49,N/A,passerellidae,passeriformes
10/06/23,1:22:49,N/A,N/A,passeriformes
10/06/23,1:24:17,N/A,N/A,passeriformes
10/06/23,1:33:27,savspa,passerellidae,passeriformes
10/06/23,1:43:24,N/A,N/A,passeriformes
10/06/23,1:45:37,N/A,N/A,passeriformes
10/06/23,1:46:20,N/A,turdidae,passeriformes
10/06/23,1:52:58,N/A,N/A,passeriformes
10/06/23,1:58:51,thsh,turdidae,passeriformes
10/06/23,1:59:37,N/A,ardeidae,pelecaniformes
10/06/23,2:06:12,N/A,turdidae,passeriformes
10/06/23,2:12:11,zeep,parulidae,passeriformes
10/06/23,2:12:49,N/A,N/A,passeriformes
10/06/23,2:14:17,N/A,N/A,passeriformes
10/06/23,2:17:13,N/A,N/A,passeriformes
10/06/23,2:20:54,N/A,N/A,passeriformes
10/06/23,2:29:49,N/A,N/A,passeriformes
10/06/23,2:30:31,N/A,N/A,passeriformes
10/06/23,2:32:41,N/A,N/A,passeriformes
10/06/23,2:41:29,N/A,N/A,passeriformes
10/06/23,2:45:48,N/A,parulidae,passeriformes
10/06/23,2:45:49,zeep,parulidae,passeriformes
10/06/23,2:50:18,N/A,N/A,passeriformes
10/06/23,2:55:10,N/A,parulidae,passeriformes
10/06/23,2:59:22,savspa,passerellidae,passeriformes
10/06/23,2:59:23,N/A,N/A,passeriformes
10/06/23,3:08:20,savspa,passerellidae,passeriformes
10/06/23,3:08:39,N/A,passerellidae,passeriformes
10/06/23,3:09:40,desp,passerellidae,passeriformes
10/06/23,3:09:41,N/A,passerellidae,passeriformes
10/06/23,3:09:44,N/A,N/A,passeriformes
10/06/23,3:09:44,savspa,passerellidae,passeriformes
10/06/23,3:09:46,savspa,passerellidae,passeriformes
10/06/23,3:11:38,N/A,N/A,passeriformes
10/06/23,3:25:36,N/A,turdidae,passeriformes
10/06/23,3:28:14,N/A,N/A,passeriformes
10/06/23,3:34:48,savspa,passerellidae,passeriformes
10/06/23,3:35:55,N/A,turdidae,passeriformes
10/06/23,3:37:31,N/A,ardeidae,pelecaniformes
10/06/23,3:46:58,N/A,parulidae,passeriformes
10/06/23,3:48:20,N/A,N/A,passeriformes
10/06/23,3:49:22,N/A,N/A,passeriformes
10/06/23,3:53:38,savspa,passerellidae,passeriformes
10/06/23,4:09:09,zeep,parulidae,passeriformes
10/06/23,4:09:28,N/A,parulidae,passeriformes
10/06/23,4:18:50,N/A,parulidae,passeriformes
10/06/23,4:26:25,N/A,parulidae,passeriformes
10/06/23,4:38:25,N/A,turdidae,passeriformes
10/06/23,5:10:00,N/A,ardeidae,pelecaniformes
10/06/23,5:17:08,N/A,scolopacidae,charadriiformes
10/06/23,5:18:50,N/A,scolopacidae,charadriiformes
10/06/23,5:20:02,N/A,scolopacidae,charadriiformes
10/06/23,5:20:51,N/A,scolopacidae,charadriiformes
10/06/23,5:37:10,N/A,ardeidae,pelecaniformes
10/06/23,5:52:20,N/A,N/A,passeriformes
10/06/23,5:55:24,N/A,ardeidae,pelecaniformes
10/06/23,5:59:52,N/A,parulidae,passeriformes
10/06/23,6:08:12,N/A,ardeidae,pelecaniformes
10/06/23,6:13:45,N/A,N/A,passeriformes
10/06/23,6:13:49,N/A,ardeidae,pelecaniformes
10/06/23,6:15:58,N/A,ardeidae,pelecaniformes
10/06/23,6:24:36,N/A,ardeidae,pelecaniformes
10/06/23,6:25:25,N/A,ardeidae,pelecaniformes
10/06/23,6:31:02,N/A,N/A,passeriformes
10/06/23,6:31:04,N/A,N/A,passeriformes
10/06/23,6:32:06,N/A,N/A,passeriformes
10/06/23,6:32:08,N/A,N/A,passeriformes
10/06/23,6:32:22,N/A,N/A,passeriformes
10/06/23,6:32:22,thsh,turdidae,passeriformes
10/07/23,19:05:02,bzwa,parulidae,passeriformes
10/07/23,19:14:05,N/A,ardeidae,pelecaniformes
10/07/23,19:56:31,N/A,parulidae,passeriformes
10/07/23,19:57:16,bawwar,parulidae,passeriformes
10/07/23,19:57:16,N/A,parulidae,passeriformes
10/07/23,19:57:26,N/A,parulidae,passeriformes
10/07/23,20:01:08,N/A,N/A,passeriformes
10/07/23,20:03:03,sfhs,passerellidae,passeriformes
10/07/23,20:03:04,N/A,N/A,passeriformes
10/07/23,20:03:24,N/A,N/A,passeriformes
10/07/23,20:05:37,N/A,N/A,passeriformes
10/07/23,20:05:49,N/A,N/A,passeriformes
10/07/23,20:05:58,graspa,passerellidae,passeriformes
10/07/23,20:09:05,N/A,ardeidae,pelecaniformes
10/07/23,20:11:24,N/A,parulidae,passeriformes
10/07/23,20:11:54,N/A,N/A,passeriformes
10/07/23,20:13:43,N/A,N/A,passeriformes
10/07/23,20:17:58,N/A,N/A,passeriformes
10/07/23,20:21:14,N/A,parulidae,passeriformes
10/07/23,20:32:45,N/A,parulidae,passeriformes
10/07/23,20:34:03,N/A,N/A,passeriformes
10/07/23,20:42:40,bzwa,parulidae,passeriformes
10/07/23,20:45:21,N/A,parulidae,passeriformes
10/07/23,20:53:29,N/A,N/A,passeriformes
10/07/23,20:59:00,N/A,parulidae,passeriformes
10/07/23,21:10:24,N/A,N/A,passeriformes
10/07/23,21:17:18,N/A,N/A,passeriformes
10/07/23,21:24:31,N/A,N/A,passeriformes
10/07/23,21:24:52,N/A,ardeidae,pelecaniformes
10/07/23,21:41:18,N/A,ardeidae,pelecaniformes
10/07/23,21:41:20,N/A,N/A,passeriformes
10/07/23,21:41:20,zeep,parulidae,passeriformes
10/07/23,21:42:12,N/A,parulidae,passeriformes
10/07/23,21:56:07,zeep,parulidae,passeriformes
10/07/23,22:18:44,N/A,parulidae,passeriformes
10/07/23,22:47:01,N/A,N/A,passeriformes
10/07/23,22:53:03,zeep,parulidae,passeriformes
10/07/23,22:55:20,N/A,parulidae,passeriformes
10/07/23,22:55:21,zeep,parulidae,passeriformes
10/07/23,22:59:20,savspa,passerellidae,passeriformes
10/07/23,23:04:44,zeep,parulidae,passeriformes
10/07/23,23:04:45,N/A,parulidae,passeriformes
10/07/23,23:05:19,grnher,ardeidae,pelecaniformes
10/07/23,23:11:35,dbup,parulidae,passeriformes
10/07/23,23:21:31,N/A,N/A,passeriformes
10/07/23,23:55:48,N/A,N/A,passeriformes
10/07/23,0:11:16,N/A,N/A,passeriformes
10/07/23,0:39:13,N/A,parulidae,passeriformes
10/07/23,1:14:10,N/A,parulidae,passeriformes
10/07/23,1:50:20,N/A,parulidae,passeriformes
10/07/23,1:52:49,N/A,N/A,passeriformes
10/07/23,2:17:50,N/A,N/A,passeriformes
10/07/23,2:46:39,N/A,N/A,passeriformes
10/07/23,3:25:18,N/A,N/A,passeriformes
10/07/23,3:37:34,N/A,parulidae,passeriformes
10/07/23,4:11:03,N/A,N/A,passeriformes
10/07/23,4:12:39,N/A,N/A,passeriformes
10/07/23,4:24:21,N/A,N/A,passeriformes
10/07/23,4:51:10,N/A,N/A,passeriformes
10/07/23,4:58:38,N/A,parulidae,passeriformes
10/07/23,5:12:57,N/A,parulidae,passeriformes
10/07/23,5:45:12,N/A,N/A,passeriformes
10/07/23,6:17:06,N/A,parulidae,passeriformes
10/07/23,6:17:07,N/A,N/A,passeriformes
10/08/23,19:59:21,N/A,N/A,passeriformes
10/08/23,20:09:23,N/A,N/A,passeriformes
10/08/23,21:14:10,zeep,parulidae,passeriformes
10/08/23,22:33:20,N/A,N/A,passeriformes
10/08/23,23:02:29,N/A,N/A,passeriformes
10/08/23,23:15:05,N/A,parulidae,passeriformes
10/08/23,23:57:32,grnher,ardeidae,pelecaniformes
10/09/23,23:56:12,bzwa,parulidae,passeriformes
10/10/23,23:59:04,desp,passerellidae,passeriformes
10/12/23,19:09:59,N/A,N/A,passeriformes
10/12/23,19:17:10,N/A,N/A,passeriformes
10/12/23,19:21:35,N/A,N/A,passeriformes
10/12/23,19:35:33,N/A,ardeidae,pelecaniformes
10/12/23,19:35:42,N/A,ardeidae,pelecaniformes
10/12/23,19:39:29,whtspa,passerellidae,passeriformes
10/12/23,20:00:48,N/A,N/A,passeriformes
10/12/23,20:03:35,N/A,parulidae,passeriformes
10/12/23,20:15:18,N/A,N/A,passeriformes
10/12/23,20:25:31,N/A,N/A,passeriformes
10/12/23,20:25:50,N/A,N/A,passeriformes
10/12/23,20:33:02,N/A,N/A,passeriformes
10/12/23,20:44:02,N/A,N/A,passeriformes
10/12/23,20:46:33,N/A,cuculidae,cuculiformes
10/12/23,20:58:30,yebcuc,cuculidae,cuculiformes
10/12/23,21:05:31,N/A,ardeidae,pelecaniformes
10/12/23,21:44:31,N/A,N/A,passeriformes
10/12/23,22:36:26,N/A,N/A,passeriformes
10/12/23,22:56:49,N/A,passerellidae,passeriformes
10/12/23,23:19:54,N/A,N/A,passeriformes
10/12/23,23:23:54,N/A,parulidae,passeriformes
10/12/23,23:24:01,N/A,N/A,passeriformes
10/12/23,23:37:32,N/A,N/A,passeriformes
10/13/23,19:25:50,N/A,N/A,passeriformes
10/13/23,19:38:01,N/A,parulidae,passeriformes
10/13/23,19:45:22,N/A,parulidae,passeriformes
10/13/23,19:48:56,N/A,parulidae,passeriformes
10/13/23,19:53:19,N/A,parulidae,passeriformes
10/13/23,20:02:22,whtspa,passerellidae,passeriformes
10/13/23,20:03:01,N/A,cuculidae,cuculiformes
10/13/23,20:12:21,bzwa,parulidae,passeriformes
10/13/23,20:12:21,comyel,parulidae,passeriformes
10/13/23,20:47:25,zeep,parulidae,passeriformes
10/13/23,20:47:25,N/A,N/A,passeriformes
10/13/23,20:50:53,N/A,ardeidae,pelecaniformes
10/13/23,20:52:59,N/A,N/A,cuculiformes
10/13/23,21:32:52,N/A,N/A,passeriformes
10/13/23,21:32:52,chispa,passerellidae,passeriformes
10/13/23,21:32:53,cups,passerellidae,passeriformes
10/13/23,21:35:51,N/A,N/A,passeriformes
10/13/23,21:59:07,N/A,N/A,passeriformes
10/13/23,21:59:07,N/A,parulidae,passeriformes
10/13/23,22:14:39,N/A,parulidae,passeriformes
10/13/23,22:27:16,savspa,passerellidae,passeriformes
10/13/23,23:12:05,N/A,N/A,passeriformes
10/13/23,23:15:35,cups,passerellidae,passeriformes
10/13/23,23:30:22,N/A,N/A,passeriformes
10/13/23,0:00:22,N/A,calcariidae,passeriformes
10/13/23,0:00:39,N/A,calcariidae,passeriformes
10/13/23,0:00:47,N/A,calcariidae,passeriformes
10/13/23,0:01:06,N/A,calcariidae,passeriformes
10/13/23,0:01:13,N/A,calcariidae,passeriformes
10/13/23,0:01:18,N/A,calcariidae,passeriformes
10/13/23,0:01:22,N/A,calcariidae,passeriformes
10/13/23,0:01:32,N/A,calcariidae,passeriformes
10/13/23,0:01:39,N/A,calcariidae,passeriformes
10/13/23,0:01:50,N/A,passerellidae,passeriformes
10/13/23,0:01:57,N/A,calcariidae,passeriformes
10/13/23,0:02:30,N/A,calcariidae,passeriformes
10/13/23,0:28:32,N/A,N/A,passeriformes
10/13/23,0:39:57,zeep,parulidae,passeriformes
10/13/23,0:39:57,N/A,N/A,passeriformes
10/13/23,0:53:46,desp,passerellidae,passeriformes
10/13/23,0:53:49,N/A,N/A,passeriformes
10/13/23,0:53:49,N/A,parulidae,passeriformes
10/13/23,1:01:57,N/A,N/A,passeriformes
10/13/23,1:10:24,whtspa,passerellidae,passeriformes
10/13/23,1:15:02,N/A,N/A,passeriformes
10/13/23,1:17:18,N/A,N/A,passeriformes
10/13/23,1:17:18,desp,passerellidae,passeriformes
10/13/23,1:17:18,savspa,passerellidae,passeriformes
10/13/23,1:19:24,N/A,N/A,passeriformes
10/13/23,1:40:04,N/A,N/A,passeriformes
10/13/23,1:43:11,N/A,N/A,passeriformes
10/13/23,2:06:24,N/A,N/A,passeriformes
10/13/23,2:06:24,N/A,parulidae,passeriformes
10/13/23,2:10:11,N/A,calcariidae,passeriformes
10/13/23,2:18:14,whtspa,passerellidae,passeriformes
10/13/23,2:33:00,N/A,passerellidae,passeriformes
10/13/23,2:33:00,desp,passerellidae,passeriformes
10/13/23,2:54:52,N/A,N/A,passeriformes
10/13/23,2:55:42,zeep,parulidae,passeriformes
10/13/23,3:10:07,N/A,N/A,passeriformes
10/13/23,3:33:50,N/A,N/A,passeriformes
10/13/23,3:44:44,desp,passerellidae,passeriformes
10/13/23,3:55:30,N/A,N/A,passeriformes
10/13/23,4:18:05,N/A,N/A,passeriformes
10/13/23,4:18:05,gycthr,turdidae,passeriformes
10/13/23,4:18:23,N/A,N/A,passeriformes
10/13/23,4:18:36,savspa,passerellidae,passeriformes
10/13/23,4:31:29,N/A,turdidae,passeriformes
10/13/23,4:44:11,bzwa,parulidae,passeriformes
10/13/23,4:44:29,N/A,N/A,passeriformes
10/13/23,5:26:58,N/A,N/A,passeriformes
10/13/23,5:28:28,N/A,N/A,passeriformes
10/13/23,5:34:52,N/A,N/A,passeriformes
10/13/23,5:42:15,swli,passerellidae,passeriformes
10/13/23,5:42:15,N/A,passerellidae,passeriformes
10/13/23,5:48:17,N/A,N/A,passeriformes
10/13/23,5:48:18,zeep,parulidae,passeriformes
10/13/23,5:52:46,N/A,N/A,passeriformes
10/13/23,6:03:43,N/A,N/A,passeriformes
10/13/23,6:13:24,N/A,passerellidae,passeriformes
10/13/23,6:13:32,N/A,passerellidae,passeriformes
10/13/23,6:13:32,whtspa,passerellidae,passeriformes
10/13/23,6:16:18,N/A,N/A,passeriformes
10/13/23,6:24:14,N/A,N/A,passeriformes
10/14/23,18:57:41,daejun,passerellidae,passeriformes
10/14/23,18:59:18,N/A,N/A,passeriformes
10/14/23,19:13:28,N/A,N/A,passeriformes
10/14/23,19:14:23,bzwa,parulidae,passeriformes
10/14/23,19:16:55,zeep,parulidae,passeriformes
10/14/23,19:19:57,N/A,N/A,passeriformes
10/14/23,19:39:39,N/A,N/A,passeriformes
10/14/23,19:49:10,N/A,N/A,passeriformes
10/14/23,19:57:03,zeep,parulidae,passeriformes
10/14/23,20:16:25,N/A,parulidae,passeriformes
10/14/23,20:25:46,N/A,N/A,passeriformes
10/14/23,20:37:08,N/A,parulidae,passeriformes
10/14/23,21:15:51,N/A,parulidae,passeriformes
10/14/23,21:32:11,N/A,N/A,passeriformes
10/14/23,22:26:32,N/A,parulidae,passeriformes
10/14/23,22:31:07,bzwa,parulidae,passeriformes
10/14/23,22:39:58,N/A,cuculidae,cuculiformes
10/14/23,22:47:11,zeep,parulidae,passeriformes
10/14/23,23:07:34,N/A,N/A,passeriformes
10/14/23,23:21:30,bzwa,parulidae,passeriformes
10/14/23,23:34:29,N/A,N/A,passeriformes
10/14/23,23:38:11,N/A,N/A,passeriformes
10/14/23,23:40:20,N/A,parulidae,passeriformes
10/14/23,23:41:51,amered,parulidae,passeriformes
10/14/23,23:53:58,N/A,N/A,passeriformes
10/14/23,0:09:49,N/A,turdidae,passeriformes
10/14/23,0:15:55,N/A,N/A,passeriformes
10/14/23,0:16:48,N/A,N/A,passeriformes
10/14/23,0:17:01,N/A,parulidae,passeriformes
10/14/23,0:54:02,N/A,N/A,passeriformes
10/14/23,1:24:09,N/A,parulidae,passeriformes
10/14/23,1:44:46,daejun,passerellidae,passeriformes
10/14/23,1:47:01,N/A,N/A,passeriformes
10/14/23,1:49:51,savspa,passerellidae,passeriformes
10/14/23,2:10:10,N/A,N/A,passeriformes
10/14/23,2:33:19,bzwa,parulidae,passeriformes
10/14/23,2:43:01,N/A,N/A,passeriformes
10/14/23,2:43:01,savspa,passerellidae,passeriformes
10/14/23,3:11:42,N/A,N/A,passeriformes
10/14/23,3:13:25,N/A,N/A,passeriformes
10/14/23,3:13:30,N/A,N/A,passeriformes
10/14/23,3:15:34,savspa,passerellidae,passeriformes
10/14/23,3:26:38,N/A,cuculidae,cuculiformes
10/14/23,4:11:52,daejun,passerellidae,passeriformes
10/14/23,4:18:41,N/A,parulidae,passeriformes
10/14/23,4:30:45,N/A,N/A,passeriformes
10/14/23,4:39:46,N/A,N/A,passeriformes
10/14/23,5:11:45,N/A,parulidae,passeriformes
10/14/23,5:15:10,N/A,N/A,passeriformes
10/14/23,5:18:46,sbuf,parulidae,passeriformes
10/14/23,5:44:26,N/A,passerellidae,passeriformes
10/14/23,5:49:22,N/A,parulidae,passeriformes
10/14/23,6:31:07,N/A,passerellidae,passeriformes
10/14/23,6:31:07,whtspa,passerellidae,passeriformes
10/15/23,19:02:41,N/A,N/A,passeriformes
10/15/23,19:06:07,N/A,N/A,passeriformes
10/15/23,19:38:08,bzwa,parulidae,passeriformes
10/15/23,19:52:17,savspa,passerellidae,passeriformes
10/15/23,20:36:27,dbup,parulidae,passeriformes
10/15/23,20:39:06,N/A,N/A,passeriformes
10/15/23,20:46:22,N/A,N/A,passeriformes
10/15/23,20:46:22,N/A,parulidae,passeriformes
10/15/23,20:57:18,zeep,parulidae,passeriformes
10/15/23,21:00:44,N/A,N/A,passeriformes
10/15/23,21:11:46,N/A,N/A,passeriformes
10/15/23,21:27:51,N/A,parulidae,passeriformes
10/15/23,21:49:25,N/A,N/A,passeriformes
10/15/23,21:52:35,N/A,calcariidae,passeriformes
10/15/23,22:05:09,rebnut,sittidae,passeriformes
10/15/23,22:12:54,savspa,passerellidae,passeriformes
10/15/23,23:05:58,N/A,N/A,passeriformes
10/15/23,23:14:18,N/A,calcariidae,passeriformes
10/15/23,23:24:19,savspa,passerellidae,passeriformes
10/15/23,23:24:19,desp,passerellidae,passeriformes
10/15/23,23:29:28,N/A,N/A,passeriformes
10/15/23,23:29:28,N/A,parulidae,passeriformes
10/15/23,23:29:41,savspa,passerellidae,passeriformes
10/15/23,23:46:08,N/A,parulidae,passeriformes
10/15/23,0:23:05,N/A,cuculidae,cuculiformes
10/15/23,0:32:39,N/A,parulidae,passeriformes
10/15/23,0:32:53,savspa,passerellidae,passeriformes
10/15/23,0:34:07,sfhs,passerellidae,passeriformes
10/15/23,0:34:27,whtspa,passerellidae,passeriformes
10/15/23,0:46:07,savspa,passerellidae,passeriformes
10/15/23,0:49:27,savspa,passerellidae,passeriformes
10/15/23,0:51:05,N/A,N/A,passeriformes
10/15/23,0:51:06,savspa,passerellidae,passeriformes
10/15/23,0:56:45,N/A,N/A,passeriformes
10/15/23,1:03:08,N/A,passerellidae,passeriformes
10/15/23,1:03:08,desp,passerellidae,passeriformes
10/15/23,1:20:36,N/A,N/A,passeriformes
10/15/23,1:21:12,zeep,parulidae,passeriformes
10/15/23,1:21:14,desp,passerellidae,passeriformes
10/15/23,1:23:59,N/A,parulidae,passeriformes
10/15/23,1:25:50,N/A,passerellidae,passeriformes
10/15/23,1:25:53,N/A,parulidae,passeriformes
10/15/23,1:32:23,N/A,N/A,passeriformes
10/15/23,1:35:10,whtspa,passerellidae,passeriformes
10/15/23,1:35:10,N/A,passerellidae,passeriformes
10/15/23,1:36:27,savspa,passerellidae,passeriformes
10/15/23,1:36:27,N/A,N/A,passeriformes
10/15/23,1:38:32,zeep,parulidae,passeriformes
10/15/23,1:38:37,N/A,parulidae,passeriformes
10/15/23,1:38:38,savspa,passerellidae,passeriformes
10/15/23,1:38:45,N/A,N/A,passeriformes
10/15/23,1:55:37,N/A,N/A,passeriformes
10/15/23,2:00:58,zeep,parulidae,passeriformes
10/15/23,2:05:40,N/A,N/A,passeriformes
10/15/23,2:05:43,N/A,passerellidae,passeriformes
10/15/23,2:09:14,N/A,N/A,passeriformes
10/15/23,2:09:17,N/A,N/A,passeriformes
10/15/23,2:09:26,N/A,N/A,passeriformes
10/15/23,2:09:32,amtspa,passerellidae,passeriformes
10/15/23,2:27:45,desp,passerellidae,passeriformes
10/15/23,2:27:47,savspa,passerellidae,passeriformes
10/15/23,2:49:14,N/A,N/A,passeriformes
10/15/23,2:51:55,N/A,N/A,passeriformes
10/15/23,2:55:56,N/A,N/A,passeriformes
10/15/23,2:55:57,N/A,passerellidae,passeriformes
10/15/23,3:05:27,dickci,cardinalidae,passeriformes
10/15/23,3:10:40,whtspa,passerellidae,passeriformes
10/15/23,3:12:29,N/A,parulidae,passeriformes
10/15/23,3:24:49,N/A,passerellidae,passeriformes
10/15/23,3:24:49,desp,passerellidae,passeriformes
10/15/23,3:24:53,N/A,N/A,passeriformes
10/15/23,3:51:35,savspa,passerellidae,passeriformes
10/15/23,4:11:03,N/A,N/A,passeriformes
10/15/23,4:14:02,N/A,N/A,passeriformes
10/15/23,4:32:09,savspa,passerellidae,passeriformes
10/15/23,4:35:22,N/A,passerellidae,passeriformes
10/15/23,4:35:22,whtspa,passerellidae,passeriformes
10/15/23,4:37:29,N/A,N/A,passeriformes
10/15/23,4:55:12,N/A,N/A,passeriformes
10/15/23,5:13:56,N/A,N/A,passeriformes
10/15/23,5:22:41,N/A,N/A,passeriformes
10/15/23,6:03:05,swli,passerellidae,passeriformes
10/15/23,6:03:22,swli,passerellidae,passeriformes
10/15/23,6:03:50,savspa,passerellidae,passeriformes
10/15/23,6:03:50,desp,passerellidae,passeriformes
10/15/23,6:26:52,N/A,N/A,passeriformes
10/15/23,6:34:33,N/A,passerellidae,passeriformes
10/15/23,6:34:33,sfhs,passerellidae,passeriformes
10/16/23,19:02:59,N/A,parulidae,passeriformes
10/16/23,19:09:14,N/A,N/A,passeriformes
10/16/23,19:18:13,N/A,N/A,passeriformes
10/16/23,19:25:41,N/A,parulidae,passeriformes
10/16/23,19:26:35,N/A,calcariidae,passeriformes
10/16/23,19:45:32,N/A,parulidae,passeriformes
10/16/23,19:47:14,N/A,N/A,passeriformes
10/16/23,19:48:48,N/A,parulidae,passeriformes
10/16/23,19:48:48,N/A,N/A,passeriformes
10/16/23,19:50:53,N/A,ardeidae,pelecaniformes
10/16/23,19:53:43,N/A,ardeidae,pelecaniformes
10/16/23,19:58:08,N/A,passerellidae,passeriformes
10/16/23,19:58:11,bzwa,parulidae,passeriformes
10/16/23,20:15:04,chswar,parulidae,passeriformes
10/16/23,20:17:45,N/A,N/A,passeriformes
10/16/23,20:20:09,zeep,parulidae,passeriformes
10/16/23,20:21:45,N/A,parulidae,passeriformes
10/16/23,21:08:56,N/A,N/A,passeriformes
10/16/23,21:09:00,sbuf,parulidae,passeriformes
10/16/23,21:13:58,N/A,parulidae,passeriformes
10/16/23,22:03:06,N/A,parulidae,passeriformes
10/16/23,22:47:48,desp,passerellidae,passeriformes
10/16/23,22:59:16,N/A,N/A,passeriformes
10/16/23,23:06:10,whtspa,passerellidae,passeriformes
10/16/23,23:32:23,savspa,passerellidae,passeriformes
10/16/23,23:32:30,whtspa,passerellidae,passeriformes
10/16/23,23:32:30,sfhs,passerellidae,passeriformes
10/16/23,23:38:44,sfhs,passerellidae,passeriformes
10/16/23,23:49:16,N/A,N/A,passeriformes
10/16/23,23:51:52,savspa,passerellidae,passeriformes
10/16/23,0:03:08,whtspa,passerellidae,passeriformes
10/16/23,0:10:30,N/A,N/A,passeriformes
10/16/23,0:10:30,whtspa,passerellidae,passeriformes
10/16/23,0:29:12,N/A,N/A,passeriformes
10/16/23,0:29:17,N/A,parulidae,passeriformes
10/16/23,0:29:17,zeep,parulidae,passeriformes
10/16/23,0:52:20,zeep,parulidae,passeriformes
10/16/23,0:52:21,N/A,parulidae,passeriformes
10/16/23,1:17:12,N/A,N/A,passeriformes
10/16/23,1:29:56,N/A,N/A,passeriformes
10/16/23,1:29:58,N/A,N/A,passeriformes
10/16/23,1:38:17,N/A,N/A,passeriformes
10/16/23,1:40:43,N/A,parulidae,passeriformes
10/16/23,1:40:43,N/A,N/A,passeriformes
10/16/23,1:46:14,savspa,passerellidae,passeriformes
10/16/23,1:52:19,savspa,passerellidae,passeriformes
10/16/23,1:59:02,N/A,N/A,passeriformes
10/16/23,2:01:00,zeep,parulidae,passeriformes
10/16/23,2:27:51,N/A,N/A,passeriformes
10/16/23,2:27:52,N/A,passerellidae,passeriformes
10/16/23,2:36:03,savspa,passerellidae,passeriformes
10/16/23,2:54:37,N/A,parulidae,passeriformes
10/16/23,3:08:02,N/A,N/A,passeriformes
10/16/23,3:14:49,whtspa,passerellidae,passeriformes
10/16/23,3:15:18,N/A,N/A,passeriformes
10/16/23,3:15:29,N/A,N/A,passeriformes
10/16/23,3:27:43,N/A,N/A,passeriformes
10/16/23,3:28:19,killde,charadriidae,charadriiformes
10/16/23,3:53:35,N/A,N/A,passeriformes
10/16/23,4:08:34,N/A,passerellidae,passeriformes
10/16/23,4:14:20,sbuf,parulidae,passeriformes
10/16/23,4:25:34,N/A,N/A,passeriformes
10/16/23,4:32:47,N/A,N/A,passeriformes
10/16/23,4:36:15,N/A,N/A,passeriformes
10/16/23,4:41:27,N/A,calcariidae,passeriformes
10/16/23,5:00:49,N/A,N/A,passeriformes
10/16/23,5:00:49,amered,parulidae,passeriformes
10/16/23,5:10:32,N/A,N/A,passeriformes
10/16/23,5:32:15,N/A,passerellidae,passeriformes
10/16/23,5:32:37,zeep,parulidae,passeriformes
10/16/23,5:32:37,N/A,parulidae,passeriformes
10/16/23,5:45:08,N/A,passerellidae,passeriformes
10/16/23,6:09:24,whtspa,passerellidae,passeriformes
10/16/23,6:34:59,cups,passerellidae,passeriformes
10/17/23,19:30:28,N/A,N/A,passeriformes
10/17/23,19:44:09,N/A,N/A,passeriformes
10/17/23,19:44:20,N/A,N/A,passeriformes
10/17/23,19:49:11,N/A,parulidae,passeriformes
10/17/23,19:51:13,N/A,N/A,passeriformes
10/17/23,19:51:35,N/A,N/A,passeriformes
10/17/23,20:08:06,N/A,parulidae,passeriformes
10/17/23,20:16:54,zeep,parulidae,passeriformes
10/17/23,20:20:02,N/A,parulidae,passeriformes
10/17/23,20:20:25,sbuf,parulidae,passeriformes
10/17/23,20:23:57,N/A,parulidae,passeriformes
10/17/23,20:23:58,N/A,N/A,passeriformes
10/17/23,20:26:16,N/A,N/A,passeriformes
10/17/23,20:31:53,bzwa,parulidae,passeriformes
10/17/23,21:47:09,N/A,N/A,passeriformes
10/17/23,21:58:38,N/A,ardeidae,pelecaniformes
10/17/23,22:00:41,N/A,N/A,passeriformes
10/17/23,22:20:25,desp,passerellidae,passeriformes
10/17/23,23:35:10,daejun,passerellidae,passeriformes
10/17/23,23:35:12,zeep,parulidae,passeriformes
10/17/23,23:38:06,savspa,passerellidae,passeriformes
10/17/23,0:04:17,whtspa,passerellidae,passeriformes
10/17/23,0:06:30,N/A,N/A,passeriformes
10/17/23,0:16:32,whtspa,passerellidae,passeriformes
10/17/23,0:32:49,N/A,N/A,passeriformes
10/17/23,0:50:17,N/A,N/A,passeriformes
10/17/23,0:50:18,savspa,passerellidae,passeriformes
10/17/23,0:54:20,N/A,N/A,passeriformes
10/17/23,0:58:06,N/A,N/A,passeriformes
10/17/23,1:14:09,cups,passerellidae,passeriformes
10/17/23,1:14:10,chispa,passerellidae,passeriformes
10/17/23,1:38:18,N/A,calcariidae,passeriformes
10/17/23,1:41:50,N/A,N/A,passeriformes
10/17/23,1:41:50,N/A,parulidae,passeriformes
10/17/23,1:47:22,N/A,parulidae,passeriformes
10/17/23,1:47:23,sbuf,parulidae,passeriformes
10/17/23,1:47:23,N/A,N/A,passeriformes
10/17/23,1:59:54,savspa,passerellidae,passeriformes
10/17/23,1:59:54,N/A,N/A,passeriformes
10/17/23,2:05:31,whtspa,passerellidae,passeriformes
10/17/23,2:14:38,N/A,calcariidae,passeriformes
10/17/23,2:24:06,N/A,calcariidae,passeriformes
10/17/23,2:28:55,N/A,calcariidae,passeriformes
10/17/23,2:48:24,N/A,passerellidae,passeriformes
10/17/23,3:00:22,N/A,calcariidae,passeriformes
